Voltage Amplitude:  7  Volts
Voltage Frequency:  0.1  Hz
Phase Difference:  180.0  Degrees

        time            y(t)            v(t)          y(t+1)          v(t+1)         Voltage
    0.000000     0.000000000     0.000000000    -0.006480638    -0.716179347     7.000000000
    0.010000    -0.006480638    -0.716179347    -0.013365839    -0.662099116    -7.000000000
    0.020000    -0.013365839    -0.662099116    -0.019731019    -0.612091286    -7.000000000
    0.030000    -0.019731019    -0.612091286    -0.025615438    -0.565859791    -7.000000000
    0.040000    -0.025615438    -0.565859791    -0.031055402    -0.523119564    -7.000000000
    0.050000    -0.031055402    -0.523119564    -0.036084474    -0.483607044    -7.000000000
    0.060000    -0.036084474    -0.483607044    -0.040733686    -0.447078551    -7.000000000
    0.070000    -0.040733686    -0.447078551    -0.045031725    -0.413308793    -7.000000000
    0.080000    -0.045031725    -0.413308793    -0.049005113    -0.382089480    -7.000000000
    0.090000    -0.049005113    -0.382089480    -0.052678369    -0.353228036    -7.000000000
    0.100000    -0.052678369    -0.353228036    -0.056074161    -0.326546422    -7.000000000
    0.110000    -0.056074161    -0.326546422    -0.059213446    -0.301880037    -7.000000000
    0.120000    -0.059213446    -0.301880037    -0.062115598    -0.279076703    -7.000000000
    0.130000    -0.062115598    -0.279076703    -0.064798526    -0.257995729    -7.000000000
    0.140000    -0.064798526    -0.257995729    -0.067278791    -0.238507045    -7.000000000
    0.150000    -0.067278791    -0.238507045    -0.069571698    -0.220490401    -7.000000000
    0.160000    -0.069571698    -0.220490401    -0.071691400    -0.203834626    -7.000000000
    0.170000    -0.071691400    -0.203834626    -0.073650981    -0.188436941    -7.000000000
    0.180000    -0.073650981    -0.188436941    -0.075462534    -0.174202329    -7.000000000
    0.190000    -0.075462534    -0.174202329    -0.077137241    -0.161042946    -7.000000000
    0.200000    -0.077137241    -0.161042946    -0.078685440    -0.148877583    -7.000000000
    0.210000    -0.078685440    -0.148877583    -0.080116685    -0.137631161    -7.000000000
    0.220000    -0.080116685    -0.137631161    -0.081439812    -0.127234272    -7.000000000
    0.230000    -0.081439812    -0.127234272    -0.082662987    -0.117622750    -7.000000000
    0.240000    -0.082662987    -0.117622750    -0.083793762    -0.108737273    -7.000000000
    0.250000    -0.083793762    -0.108737273    -0.084839115    -0.100523001    -7.000000000
    0.260000    -0.084839115    -0.100523001    -0.085805500    -0.092929235    -7.000000000
    0.270000    -0.085805500    -0.092929235    -0.086698881    -0.085909105    -7.000000000
    0.280000    -0.086698881    -0.085909105    -0.087524774    -0.079419279    -7.000000000
    0.290000    -0.087524774    -0.079419279    -0.088288276    -0.073419702    -7.000000000
    0.300000    -0.088288276    -0.073419702    -0.088994101    -0.067873341    -7.000000000
    0.310000    -0.088994101    -0.067873341    -0.089646605    -0.062745960    -7.000000000
    0.320000    -0.089646605    -0.062745960    -0.090249817    -0.058005912    -7.000000000
    0.330000    -0.090249817    -0.058005912    -0.090807461    -0.053623936    -7.000000000
    0.340000    -0.090807461    -0.053623936    -0.091322978    -0.049572985    -7.000000000
    0.350000    -0.091322978    -0.049572985    -0.091799551    -0.045828053    -7.000000000
    0.360000    -0.091799551    -0.045828053    -0.092240121    -0.042366023    -7.000000000
    0.370000    -0.092240121    -0.042366023    -0.092647410    -0.039165525    -7.000000000
    0.380000    -0.092647410    -0.039165525    -0.093023930    -0.036206803    -7.000000000
    0.390000    -0.093023930    -0.036206803    -0.093372006    -0.033471591    -7.000000000
    0.400000    -0.093372006    -0.033471591    -0.093693787    -0.030943007    -7.000000000
    0.410000    -0.093693787    -0.030943007    -0.093991259    -0.028605440    -7.000000000
    0.420000    -0.093991259    -0.028605440    -0.094266259    -0.026444462    -7.000000000
    0.430000    -0.094266259    -0.026444462    -0.094520485    -0.024446732    -7.000000000
    0.440000    -0.094520485    -0.024446732    -0.094755505    -0.022599918    -7.000000000
    0.450000    -0.094755505    -0.022599918    -0.094972770    -0.020892619    -7.000000000
    0.460000    -0.094972770    -0.020892619    -0.095173623    -0.019314296    -7.000000000
    0.470000    -0.095173623    -0.019314296    -0.095359302    -0.017855207    -7.000000000
    0.480000    -0.095359302    -0.017855207    -0.095530954    -0.016506343    -7.000000000
    0.490000    -0.095530954    -0.016506343    -0.095689638    -0.015259378    -7.000000000
    0.500000    -0.095689638    -0.015259378    -0.095836335    -0.014106613    -7.000000000
    0.510000    -0.095836335    -0.014106613    -0.095971950    -0.013040934    -7.000000000
    0.520000    -0.095971950    -0.013040934    -0.096097320    -0.012055761    -7.000000000
    0.530000    -0.096097320    -0.012055761    -0.096213219    -0.011145012    -7.000000000
    0.540000    -0.096213219    -0.011145012    -0.096320362    -0.010303065    -7.000000000
    0.550000    -0.096320362    -0.010303065    -0.096419411    -0.009524722    -7.000000000
    0.560000    -0.096419411    -0.009524722    -0.096510977    -0.008805179    -7.000000000
    0.570000    -0.096510977    -0.008805179    -0.096595626    -0.008139994    -7.000000000
    0.580000    -0.096595626    -0.008139994    -0.096673881    -0.007525059    -7.000000000
    0.590000    -0.096673881    -0.007525059    -0.096746223    -0.006956580    -7.000000000
    0.600000    -0.096746223    -0.006956580    -0.096813101    -0.006431046    -7.000000000
    0.610000    -0.096813101    -0.006431046    -0.096874926    -0.005945214    -7.000000000
    0.620000    -0.096874926    -0.005945214    -0.096932080    -0.005496083    -7.000000000
    0.630000    -0.096932080    -0.005496083    -0.096984917    -0.005080882    -7.000000000
    0.640000    -0.096984917    -0.005080882    -0.097033763    -0.004697048    -7.000000000
    0.650000    -0.097033763    -0.004697048    -0.097078918    -0.004342210    -7.000000000
    0.660000    -0.097078918    -0.004342210    -0.097120662    -0.004014178    -7.000000000
    0.670000    -0.097120662    -0.004014178    -0.097159253    -0.003710927    -7.000000000
    0.680000    -0.097159253    -0.003710927    -0.097194928    -0.003430586    -7.000000000
