Voltage Amplitude:  1  Volts
Voltage Frequency:  2  Hz
Phase Difference:  180.0  Degrees

        time            y(t)            v(t)          y(t+1)          v(t+1)         Voltage
    0.000000     0.000000000     0.000000000     0.000000010     0.000008684     0.000000000
    0.000500     0.000000010     0.000008684     0.000000007     0.000019060    -0.006283000
    0.001000     0.000000007     0.000019060     0.000000003     0.000063056    -0.012566000
    0.001500     0.000000003     0.000063056    -0.000000004    -0.000072223    -0.018848000
    0.002000    -0.000000004    -0.000072223    -0.000000011     0.000021929    -0.025130000
    0.002500    -0.000000011     0.000021929    -0.000000021    -0.000063356    -0.031411000
    0.003000    -0.000000021    -0.000063356    -0.000000033    -0.000123947    -0.037690000
    0.003500    -0.000000033    -0.000123947    -0.000000047     0.000046329    -0.043968000
    0.004000    -0.000000047     0.000046329    -0.000000063     0.000036743    -0.050244000
    0.004500    -0.000000063     0.000036743    -0.000000075     0.000047066    -0.056519000
    0.005000    -0.000000075     0.000047066    -0.000000095    -0.000117101    -0.062791000
    0.005500    -0.000000095    -0.000117101    -0.000000117    -0.000049205    -0.069060000
    0.006000    -0.000000117    -0.000049205    -0.000000139     0.000043862    -0.075327000
    0.006500    -0.000000139     0.000043862    -0.000000167    -0.000038555    -0.081591000
    0.007000    -0.000000167    -0.000038555    -0.000000196    -0.000094971    -0.087851000
    0.007500    -0.000000196    -0.000094971    -0.000000225    -0.000125922    -0.094108000
    0.008000    -0.000000225    -0.000125922    -0.000000256    -0.000130194    -0.100362000
    0.008500    -0.000000256    -0.000130194    -0.000000289    -0.000106565    -0.106611000
    0.009000    -0.000000289    -0.000106565    -0.000000325    -0.000053580    -0.112856000
    0.009500    -0.000000325    -0.000053580    -0.000000362     0.000026429    -0.119097000
    0.010000    -0.000000362     0.000026429    -0.000000399    -0.000071867    -0.125333000
    0.010500    -0.000000399    -0.000071867    -0.000000439    -0.000140368    -0.131564000
    0.011000    -0.000000439    -0.000140368    -0.000000479    -0.000180847    -0.137790000
    0.011500    -0.000000479    -0.000180847    -0.000000523    -0.000190710    -0.144011000
    0.012000    -0.000000523    -0.000190710    -0.000000570    -0.000168500    -0.150226000
    0.012500    -0.000000570    -0.000168500    -0.000000619    -0.000116431    -0.156434000
    0.013000    -0.000000619    -0.000116431    -0.000000663    -0.000039333    -0.162637000
    0.013500    -0.000000663    -0.000039333    -0.000000696    -0.000149870    -0.168833000
    0.014000    -0.000000696    -0.000149870    -0.000000857    -0.000522886    -0.175023000
    0.014500    -0.000000857    -0.000522886    -0.000001246    -0.001047678    -0.181206000
    0.015000    -0.000001246    -0.001047678    -0.000001922    -0.001657773    -0.187381000
    0.015500    -0.000001922    -0.001657773    -0.000002915    -0.002314854    -0.193549000
    0.016000    -0.000002915    -0.002314854    -0.000004244    -0.002997050    -0.199710000
    0.016500    -0.000004244    -0.002997050    -0.000005918    -0.003691908    -0.205863000
    0.017000    -0.000005918    -0.003691908    -0.000007940    -0.004392339    -0.212007000
    0.017500    -0.000007940    -0.004392339    -0.000010314    -0.005094305    -0.218143000
    0.018000    -0.000010314    -0.005094305    -0.000013038    -0.005795504    -0.224271000
    0.018500    -0.000013038    -0.005795504    -0.000016112    -0.006494620    -0.230389000
    0.019000    -0.000016112    -0.006494620    -0.000019536    -0.007190901    -0.236499000
    0.019500    -0.000019536    -0.007190901    -0.000023306    -0.007883911    -0.242599000
    0.020000    -0.000023306    -0.007883911    -0.000027422    -0.008573397    -0.248690000
    0.020500    -0.000027422    -0.008573397    -0.000031882    -0.009259211    -0.254771000
    0.021000    -0.000031882    -0.009259211    -0.000036684    -0.009941261    -0.260842000
    0.021500    -0.000036684    -0.009941261    -0.000041826    -0.010619490    -0.266902000
    0.022000    -0.000041826    -0.010619490    -0.000047307    -0.011293861    -0.272952000
    0.022500    -0.000047307    -0.011293861    -0.000053123    -0.011964345    -0.278991000
    0.023000    -0.000053123    -0.011964345    -0.000059274    -0.012630921    -0.285019000
    0.023500    -0.000059274    -0.012630921    -0.000065757    -0.013293574    -0.291036000
    0.024000    -0.000065757    -0.013293574    -0.000072570    -0.013952286    -0.297042000
    0.024500    -0.000072570    -0.013952286    -0.000079712    -0.014607044    -0.303035000
    0.025000    -0.000079712    -0.014607044    -0.000087180    -0.015257836    -0.309017000
    0.025500    -0.000087180    -0.015257836    -0.000094972    -0.015904647    -0.314987000
    0.026000    -0.000094972    -0.015904647    -0.000103087    -0.016547466    -0.320944000
    0.026500    -0.000103087    -0.016547466    -0.000111522    -0.017186280    -0.326888000
    0.027000    -0.000111522    -0.017186280    -0.000120276    -0.017821078    -0.332820000
    0.027500    -0.000120276    -0.017821078    -0.000129346    -0.018451847    -0.338738000
    0.028000    -0.000129346    -0.018451847    -0.000138730    -0.019078575    -0.344643000
    0.028500    -0.000138730    -0.019078575    -0.000148427    -0.019701251    -0.350534000
    0.029000    -0.000148427    -0.019701251    -0.000158434    -0.020319864    -0.356412000
    0.029500    -0.000158434    -0.020319864    -0.000168749    -0.020934402    -0.362275000
    0.030000    -0.000168749    -0.020934402    -0.000179370    -0.021544853    -0.368125000
    0.030500    -0.000179370    -0.021544853    -0.000190296    -0.022151207    -0.373959000
    0.031000    -0.000190296    -0.022151207    -0.000201524    -0.022753453    -0.379779000
    0.031500    -0.000201524    -0.022753453    -0.000213052    -0.023351579    -0.385584000
    0.032000    -0.000213052    -0.023351579    -0.000224878    -0.023945575    -0.391374000
    0.032500    -0.000224878    -0.023945575    -0.000237000    -0.024535431    -0.397148000
    0.033000    -0.000237000    -0.024535431    -0.000249415    -0.025121135    -0.402906000
    0.033500    -0.000249415    -0.025121135    -0.000262123    -0.025702677    -0.408649000
    0.034000    -0.000262123    -0.025702677    -0.000275120    -0.026280047    -0.414376000
    0.034500    -0.000275120    -0.026280047    -0.000288405    -0.026853235    -0.420086000
    0.035000    -0.000288405    -0.026853235    -0.000301976    -0.027422230    -0.425779000
    0.035500    -0.000301976    -0.027422230    -0.000315830    -0.027987023    -0.431456000
    0.036000    -0.000315830    -0.027987023    -0.000329965    -0.028547604    -0.437116000
    0.036500    -0.000329965    -0.028547604    -0.000344379    -0.029103964    -0.442758000
    0.037000    -0.000344379    -0.029103964    -0.000359071    -0.029656092    -0.448383000
    0.037500    -0.000359071    -0.029656092    -0.000374037    -0.030203979    -0.453990000
    0.038000    -0.000374037    -0.030203979    -0.000389277    -0.030747617    -0.459580000
    0.038500    -0.000389277    -0.030747617    -0.000404787    -0.031286995    -0.465151000
    0.039000    -0.000404787    -0.031286995    -0.000420566    -0.031822104    -0.470704000
    0.039500    -0.000420566    -0.031822104    -0.000436611    -0.032352937    -0.476238000
    0.040000    -0.000436611    -0.032352937    -0.000452921    -0.032879483    -0.481754000
    0.040500    -0.000452921    -0.032879483    -0.000469492    -0.033401735    -0.487250000
    0.041000    -0.000469492    -0.033401735    -0.000486324    -0.033919684    -0.492727000
    0.041500    -0.000486324    -0.033919684    -0.000503414    -0.034433321    -0.498185000
    0.042000    -0.000503414    -0.034433321    -0.000520759    -0.034942638    -0.503623000
    0.042500    -0.000520759    -0.034942638    -0.000538358    -0.035447628    -0.509041000
    0.043000    -0.000538358    -0.035447628    -0.000556209    -0.035948281    -0.514440000
    0.043500    -0.000556209    -0.035948281    -0.000574308    -0.036444590    -0.519817000
    0.044000    -0.000574308    -0.036444590    -0.000592655    -0.036936547    -0.525175000
    0.044500    -0.000592655    -0.036936547    -0.000611247    -0.037424145    -0.530511000
    0.045000    -0.000611247    -0.037424145    -0.000630081    -0.037907377    -0.535827000
    0.045500    -0.000630081    -0.037907377    -0.000649156    -0.038386234    -0.541121000
    0.046000    -0.000649156    -0.038386234    -0.000668469    -0.038860709    -0.546394000
    0.046500    -0.000668469    -0.038860709    -0.000688018    -0.039330797    -0.551646000
    0.047000    -0.000688018    -0.039330797    -0.000707801    -0.039796488    -0.556876000
    0.047500    -0.000707801    -0.039796488    -0.000727816    -0.040257778    -0.562083000
    0.048000    -0.000727816    -0.040257778    -0.000748061    -0.040714658    -0.567269000
    0.048500    -0.000748061    -0.040714658    -0.000768532    -0.041167123    -0.572432000
    0.049000    -0.000768532    -0.041167123    -0.000789229    -0.041615166    -0.577573000
    0.049500    -0.000789229    -0.041615166    -0.000810149    -0.042058781    -0.582690000
    0.050000    -0.000810149    -0.042058781    -0.000831290    -0.042497962    -0.587785000
    0.050500    -0.000831290    -0.042497962    -0.000852648    -0.042932702    -0.592857000
    0.051000    -0.000852648    -0.042932702    -0.000874224    -0.043362995    -0.597905000
    0.051500    -0.000874224    -0.043362995    -0.000896013    -0.043788837    -0.602930000
