Voltage Amplitude:  10  Volts
Voltage Frequency:  2  Hz
Phase Difference:  270.0  Degrees

        time            y(t)            v(t)          y(t+1)          v(t+1)         Voltage
    0.000000     0.000000000     0.000000000    -0.000056411    -0.277939164   -10.000000000
    0.000500    -0.000056411    -0.277939164    -0.000279184    -0.590741449   -10.000000000
    0.001000    -0.000279184    -0.590741449    -0.000628752    -0.788483524   -10.000000000
    0.001500    -0.000628752    -0.788483524    -0.001054777    -0.903859277   -10.000000000
    0.002000    -0.001054777    -0.903859277    -0.001524850    -0.969524431   -10.000000000
    0.002500    -0.001524850    -0.969524431    -0.002019745    -1.006044233   -10.000000000
    0.003000    -0.002019745    -1.006044233    -0.002528229    -1.025573268   -10.000000000
    0.003500    -0.002528229    -1.025573268    -0.003043759    -1.035211083   -10.000000000
    0.004000    -0.003043759    -1.035211083    -0.003562524    -1.039094909   -10.000000000
    0.004500    -0.003562524    -1.039094909    -0.004082312    -1.039634514   -10.000000000
    0.005000    -0.004082312    -1.039634514    -0.004601836    -1.038233323   -10.000000000
    0.005500    -0.004601836    -1.038233323    -0.005120351    -1.035708635   -10.000000000
    0.006000    -0.005120351    -1.035708635    -0.005637424    -1.032536399   -10.000000000
    0.006500    -0.005637424    -1.032536399    -0.006152809    -1.028993765   -10.000000000
    0.007000    -0.006152809    -1.028993765    -0.006666365    -1.025242112   -10.000000000
    0.007500    -0.006666365    -1.025242112    -0.007178013    -1.021375396   -10.000000000
    0.008000    -0.007178013    -1.021375396    -0.007687711    -1.017448308   -10.000000000
    0.008500    -0.007687711    -1.017448308    -0.008195437    -1.013492671   -10.000000000
    0.009000    -0.008195437    -1.013492671    -0.008701182    -1.009526993   -10.000000000
    0.009500    -0.008701182    -1.009526993    -0.009204944    -1.005562026   -10.000000000
    0.010000    -0.009204944    -1.005562026    -0.009706726    -1.001604007   -10.000000000
    0.010500    -0.009706726    -1.001604007    -0.010206530    -0.997656541   -10.000000000
    0.011000    -0.010206530    -0.997656541    -0.010704365    -0.993721702   -10.000000000
    0.011500    -0.010704365    -0.993721702    -0.011200235    -0.989800673   -10.000000000
    0.012000    -0.011200235    -0.989800673    -0.011694148    -0.985894117   -10.000000000
    0.012500    -0.011694148    -0.985894117    -0.012186112    -0.982002395   -10.000000000
    0.013000    -0.012186112    -0.982002395    -0.012676134    -0.978125692   -10.000000000
    0.013500    -0.012676134    -0.978125692    -0.013164221    -0.974264091   -10.000000000
    0.014000    -0.013164221    -0.974264091    -0.013650381    -0.970417614   -10.000000000
    0.014500    -0.013650381    -0.970417614    -0.014134622    -0.966586250   -10.000000000
